epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,15.7919,0.64332,2.70897,1.05005,0.00333,1,0.14214,0.12793,0.3497,2.91134,0.33333,0,0,0
