epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,8.57928,0.81234,2.5934,1.10154,0.00333,1,0.16583,0.14925,0.35232,2.90908,0.33532,0,0,0
